tag_id,name,category,count,old_right_tag_cn,new_right_tag_cn
622860,spring_(season),0,2028,春季,春季(季节)
388093,hakurei_reimu_(cosplay),0,1689,角色cos灵梦,角色cos灵梦(cosplay)
1549885,crane_(machine),0,1622,起重机,起重机(机械)
646372,asa_no_ha_(pattern),0,1541,麻叶纹,麻叶纹(花纹)
388798,hatsune_miku_(cosplay),0,1539,cos成初音未来,cos成初音未来(cosplay)
513421,acrylic_paint_(medium),0,1528,亚克力画风,亚克力画风(媒介)
570743,kirin_(armor),0,1440,麒麟套,麒麟套(护甲)
1394304,honeycomb_(pattern),0,1434,蜂窝风格图案,蜂窝风格图案(花纹)
527131,canvas_(object),0,1418,画布,画布(物体)
1627136,excalibur_morgan_(fate),0,1299,excalibur_morgan_(fate),誓约胜利之剑·改(Fate)
652288,alphes_(style),0,1283,阿尔卑斯风格,阿尔卑斯风格(风格)
1771225,lord_camelot_(fate),0,1272,lord_camelot_(fate),吾主之城(Fate)
1734694,musou_isshin_(genshin_impact),0,1227,musou_isshin_(genshin_impact),雷电影(原神)
513425,nib_pen_(medium),0,1220,蘸水笔画风,蘸水笔画风(媒介)
1468127,survey_corps_(emblem),0,1168,调查兵团徽章,调查兵团徽章(徽章)
1386020,st._gloriana's_(emblem),0,1095,圣葛罗莉安娜女学园校徽,圣葛罗莉安娜女学园校徽(徽章)
652399,araki_hirohiko_(style),0,978,荒木飞吕彦风,荒木飞吕彦风(风格)
2035712,rhodes_island_logo_(arknights),0,976,rhodes_island_logo_(arknights),罗德岛标志(明日方舟)
1377986,riyo_(lyomsnpmp)_(style),0,879,リヨ画风,リヨ画风(风格)
1468128,training_corps_(emblem),0,849,训练兵团徽章,训练兵团徽章(徽章)
1627128,caliburn_(fate),0,748,caliburn_(fate),石中剑(Fate)
1386018,ooarai_(emblem),0,746,大洗联队徽章,大洗联队徽章(徽章)
1684976,craft_essence_(fate),0,740,craft_essence_(fate),概念礼装(Fate)
513432,ballpoint_pen_(medium),0,732,圆珠笔,圆珠笔(媒介)
1628091,kanshou_&_bakuya_(fate),0,724,kanshou_&_bakuya_(fate),干将·莫邪(Fate)
513429,watercolor_pencil_(medium),0,720,水彩笔作画,水彩笔作画(媒介)
1564862,originium_arts_(arknights),0,715,originium_arts_(arknights),源石技艺(明日方舟)
1686763,saint_quartz_(fate),0,688,saint_quartz_(fate),圣晶石(Fate)
496614,pastel_(medium),0,648,像粉笔蜡笔作画的,像粉笔蜡笔作画的(媒介)
1301082,admiral_(kancolle),4,37303,admiral_(kancolle),提督(舰队Collection)
1478495,artoria_pendragon_(fate),4,35675,artoria_pendragon_(fate),Saber(Fate)
1631074,kaga_(kancolle),4,21127,kaga_(kancolle),加贺(舰队Collection)
1275729,shimakaze_(kancolle),4,17717,shimakaze_(kancolle),岛风(舰队Collection)
1213183,saber_(fate),4,16702,saber_(fate),Saber(Fate)
1602203,ganyu_(genshin_impact),4,16652,ganyu_(genshin_impact),甘雨(原神)
1275718,hibiki_(kancolle),4,16538,hibiki_(kancolle),响(舰队Collection)
1275728,shigure_(kancolle),4,15718,shigure_(kancolle),时雨(舰队Collection)
1350122,kongou_(kancolle),4,13408,kongou_(kancolle),金刚(舰队Collection)
1275720,inazuma_(kancolle),4,12856,inazuma_(kancolle),电(舰队Collection)
1630449,akagi_(kancolle),4,12451,akagi_(kancolle),赤城(舰队Collection)
1473623,tamamo_(fate),4,12070,tamamo_(fate),玉藻前(Fate)
1581467,lumine_(genshin_impact),4,11757,lumine_(genshin_impact),旅行者_荧(原神)
1270870,tenryuu_(kancolle),4,11481,tenryuu_(kancolle),天龙(舰队Collection)
1391753,fujimaru_ritsuka_(male),4,11472,咕哒男,咕哒男(fate)
1631504,yuudachi_(kancolle),4,11386,yuudachi_(kancolle),夕立(舰队Collection)
1391754,fujimaru_ritsuka_(female),4,11288,咕哒子,咕哒子(fate)
1479739,jeanne_d'arc_alter_(fate),4,11062,jeanne_d'arc_alter_(fate),贞德_黑化(Fate)
1631198,sensei_(blue_archive),4,10925,sensei_(blue_archive),老师(蔚蓝档案)
1275715,fubuki_(kancolle),4,10839,fubuki_(kancolle),吹雪(舰队Collection)
1275719,ikazuchi_(kancolle),4,10828,ikazuchi_(kancolle),雷(舰队Collection)
1471064,abigail_williams_(fate),4,10742,abigail_williams_(fate),阿比盖尔·威廉姆斯(Fate)
1635696,hu_tao_(genshin_impact),4,10238,hu_tao_(genshin_impact),胡桃(原神)
1275711,akatsuki_(kancolle),4,10176,akatsuki_(kancolle),晓(舰队Collection)
1631523,zuikaku_(kancolle),4,10116,zuikaku_(kancolle),瑞鹤(舰队Collection)
1630699,hamakaze_(kancolle),4,9722,hamakaze_(kancolle),滨风(舰队Collection)
1335350,haruna_(kancolle),4,9541,haruna_(kancolle),榛名(舰队Collection)
1433170,nero_claudius_(fate),4,9485,nero_claudius_(fate),尼禄·克劳狄乌斯(Fate)
1631219,nagato_(kancolle),4,9482,nagato_(kancolle),长门(舰队Collection)
1351818,kashima_(kancolle),4,9133,kashima_(kancolle),鹿岛(舰队Collection)
1622755,asuna_(blue_archive),4,8632,asuna_(blue_archive),一之濑明日奈(蔚蓝档案)
1380245,suzuya_(kancolle),4,8405,suzuya_(kancolle),铃谷(舰队Collection)
1631280,ryuujou_(kancolle),4,8338,ryuujou_(kancolle),龙骧(舰队Collection)
1452630,scathach_(fate),4,8162,scathach_(fate),斯卡哈(Fate)
1625332,yuuka_(blue_archive),4,8082,yuuka_(blue_archive),早濑优香(蔚蓝档案)
1600114,zhongli_(genshin_impact),4,8034,zhongli_(genshin_impact),钟离(原神)
1639113,shigure_kai_ni_(kancolle),4,7790,shigure_kai_ni_(kancolle),时雨改二(舰队Collection)
1523054,manjuu_(azur_lane),4,7782,manjuu_(azur_lane),茗(碧蓝航线)
1631004,houshou_(kancolle),4,7704,houshou_(kancolle),凤翔(舰队Collection)
1639135,yuudachi_kai_ni_(kancolle),4,7473,yuudachi_kai_ni_(kancolle),夕立改二(舰队Collection)
1408636,jeanne_d'arc_(fate),4,7455,jeanne_d'arc_(fate),贞德(Fate)
1599785,aether_(genshin_impact),4,7433,aether_(genshin_impact),旅行者_空(原神)
1275723,murakumo_(kancolle),4,7112,murakumo_(kancolle),丛云(舰队Collection)
1277794,amatsukaze_(kancolle),4,7087,amatsukaze_(kancolle),天津风(舰队Collection)
1596257,mona_(genshin_impact),4,7062,mona_(genshin_impact),莫娜(原神)
1631456,ushio_(kancolle),4,6944,ushio_(kancolle),潮(舰队Collection)
1765420,jeanne_d'arc_alter_(avenger)_(fate),4,6894,jeanne_d'arc_alter_(avenger)_(fate),贞德_黑化_复仇者(Fate)
1438816,okita_souji_(fate),4,6839,okita_souji_(fate),冲田总司(Fate)
1600563,keqing_(genshin_impact),4,6830,keqing_(genshin_impact),刻晴(原神)
1584981,shiroko_(blue_archive),4,6815,shiroko_(blue_archive),砂狼白子(蔚蓝档案)
1275734,yukikaze_(kancolle),4,6743,yukikaze_(kancolle),雪风(舰队Collection)
1285206,atago_(kancolle),4,6679,atago_(kancolle),爱宕(舰队Collection)
1631488,yamato_(kancolle),4,6620,yamato_(kancolle),大和(舰队Collection)
1631360,shoukaku_(kancolle),4,6563,shoukaku_(kancolle),翔鹤(舰队Collection)
1682530,tamamo_no_mae_(fate/extra),4,6464,tamamo_no_mae_(fate/extra),玉藻前(Fate/EXTRA)
1275712,akebono_(kancolle),4,6398,akebono_(kancolle),曙(舰队Collection)
2040387,doodle_sensei_(blue_archive),4,6324,doodle_sensei_(blue_archive),涂鸦老师(蔚蓝档案)
1526564,doctor_(arknights),4,6177,doctor_(arknights),博士(明日方舟)
1467839,trainer_(umamusume),4,6108,trainer_(umamusume),训练员(赛马娘)
1631124,kitakami_(kancolle),4,6096,kitakami_(kancolle),北上(舰队Collection)
1442931,amiya_(arknights),4,6091,阿米娅（明日方舟）,阿米娅（明日方舟）(明日方舟)
1435530,shuten_douji_(fate),4,6086,shuten_douji_(fate),酒吞童子(Fate)
1649146,gilgamesh_(fate),4,6058,gilgamesh_(fate),吉尔伽美什(Fate)
1605761,hina_(blue_archive),4,6010,hina_(blue_archive),空崎日奈(蔚蓝档案)
1867985,toki_(blue_archive),4,5873,toki_(blue_archive),飞鸟马时(蔚蓝档案)
1631257,ooyodo_(kancolle),4,5854,ooyodo_(kancolle),大淀(舰队Collection)
1448304,astolfo_(fate),4,5808,阿斯托尔福(fate),阿斯托尔福(Fate)
1595272,venti_(genshin_impact),4,5678,venti_(genshin_impact),温迪(原神)
1427460,prinz_eugen_(kancolle),4,5662,prinz_eugen_(kancolle),欧根亲王(舰队Collection)
1478494,cu_chulainn_(fate),4,5626,cu_chulainn_(fate),库·丘林(Fate)
1630515,asashio_(kancolle),4,5561,asashio_(kancolle),朝潮(舰队Collection)
1361469,mutsu_(kancolle),4,5538,mutsu_(kancolle),陆奥(舰队Collection)
1572405,klee_(genshin_impact),4,5486,klee_(genshin_impact),可莉(原神)
1442946,texas_(arknights),4,5469,德克萨斯（明日方舟）,德克萨斯（明日方舟）(明日方舟)
1630648,female_admiral_(kancolle),4,5463,female_admiral_(kancolle),女提督(舰队Collection)
1448306,mordred_(fate),4,5452,mordred_(fate),莫德雷德(Fate)
1631410,tatsuta_(kancolle),4,5434,tatsuta_(kancolle),龙田(舰队Collection)
1464562,minamoto_no_raikou_(fate),4,5372,minamoto_no_raikou_(fate),源赖光(Fate)
1645004,rice_shower_(umamusume),4,5249,rice_shower_(umamusume),米浴(赛马娘)
1328650,junko_(touhou),4,5237,junko_(touhou),纯狐(touhou)
1610604,tartaglia_(genshin_impact),4,5184,tartaglia_(genshin_impact),达达利亚(原神)
1631313,sendai_(kancolle),4,5148,sendai_(kancolle),川内(舰队Collection)
1646740,archer_(fate),4,5140,archer_(fate),弓兵(Fate)
1631252,ooi_(kancolle),4,5131,ooi_(kancolle),大井(舰队Collection)
1564340,paimon_(genshin_impact),4,5111,paimon_(genshin_impact),派蒙(原神)
1630531,bismarck_(kancolle),4,5108,bismarck_(kancolle),俾斯麦(舰队Collection)
1680295,mika_(blue_archive),4,5105,mika_(blue_archive),圣园未花(蔚蓝档案)
1293664,musashi_(kancolle),4,5102,musashi_(kancolle),武藏(舰队Collection)
727352,anchovy_(girls_und_panzer),4,5084,安丘比（少女与战车）,安丘比(少女与战车)
1641843,eula_(genshin_impact),4,5081,eula_(genshin_impact),优菈(原神)
1646765,mejiro_mcqueen_(umamusume),4,5064,mejiro_mcqueen_(umamusume),目白麦昆(赛马娘)
1350123,akashi_(kancolle),4,5046,akashi_(kancolle),明石(舰队Collection)
1507496,takao_(kancolle),4,5015,takao_(kancolle),高雄(舰队Collection)
698982,asuna_(sao),4,4984,结城明日奈,结城明日奈(刀剑神域)
1862749,aris_(blue_archive),4,4939,aris_(blue_archive),天童爱丽丝爱丽丝(蔚蓝档案)
1821363,nahida_(genshin_impact),4,4924,nahida_(genshin_impact),纳西妲(原神)
1646762,daiwa_scarlet_(umamusume),4,4923,daiwa_scarlet_(umamusume),大和赤骥(赛马娘)
1964798,furina_(genshin_impact),4,4919,furina_(genshin_impact),芙宁娜(原神)
1275730,shiranui_(kancolle),4,4911,shiranui_(kancolle),不知火(舰队Collection)
1478256,medusa_(fate),4,4876,medusa_(fate),美杜莎(Fate)
1717604,shenhe_(genshin_impact),4,4835,shenhe_(genshin_impact),申鹤(原神)
1631305,sazanami_(kancolle),4,4831,sazanami_(kancolle),涟(舰队Collection)
1631308,souryuu_(kancolle),4,4827,souryuu_(kancolle),苍龙(舰队Collection)
1622591,koharu_(blue_archive),4,4810,koharu_(blue_archive),下江小春(蔚蓝档案)
1658781,scaramouche_(genshin_impact),4,4798,scaramouche_(genshin_impact),散兵_斯卡拉姆齐(原神)
1682533,nero_claudius_(fate/extra),4,4787,nero_claudius_(fate/extra),尼禄·克劳狄乌斯(Fate/EXTRA)
1526509,skadi_(arknights),4,4783,斯卡蒂（明日方舟）,斯卡蒂（明日方舟）(明日方舟)
1339317,d.va_(overwatch),4,4767,D.Va（守望先锋）,D.Va(守望先锋)
1492223,taihou_(azur_lane),4,4758,taihou_(azur_lane),大凤(碧蓝航线)
1275727,samidare_(kancolle),4,4749,samidare_(kancolle),五月雨(舰队Collection)
1799500,asuna_(bunny)_(blue_archive),4,4698,asuna_(bunny)_(blue_archive),一之濑明日奈_兔女郎(蔚蓝档案)
1631484,yamashiro_(kancolle),4,4695,yamashiro_(kancolle),山城(舰队Collection)
1081167,mordred_(fate/apocrypha),4,4628,mordred_(fate/apocrypha),莫德雷德(Fate/Apocrypha)
1630992,hiei_(kancolle),4,4601,hiei_(kancolle),比睿(舰队Collection)
1421198,bb_(fate),4,4590,bb_(fate),BB(Fate)
1584986,hoshino_(blue_archive),4,4574,hoshino_(blue_archive),小鸟游星野(蔚蓝档案)
1631272,ro-500_(kancolle),4,4565,ro-500_(kancolle),Ro-500(舰队Collection)
1631098,kasumi_(kancolle),4,4533,kasumi_(kancolle),霞(舰队Collection)
1623068,karin_(blue_archive),4,4512,karin_(blue_archive),角楯花凛(蔚蓝档案)
1822797,boo_tao_(genshin_impact),4,4485,boo_tao_(genshin_impact),胡桃_宿雪桃红(原神)
1631042,iowa_(kancolle),4,4482,iowa_(kancolle),衣阿华(舰队Collection)
1342225,verniy_(kancolle),4,4458,verniy_(kancolle),韦尔尼(舰队Collection)
1333552,kirishima_(kancolle),4,4444,kirishima_(kancolle),雾岛(舰队Collection)
1933188,houshou_marine_(1st_costume),4,4410,houshou_marine_(1st_costume),宝钟玛琳(公式服)
1646764,gold_ship_(umamusume),4,4394,gold_ship_(umamusume),黄金船(赛马娘)
1561709,bremerton_(azur_lane),4,4381,bremerton_(azur_lane),布雷默顿(碧蓝航线)
1350743,aqua_(konosuba),4,4288,阿库娅,阿库娅(为美好的世界献上祝福！)
1598280,xiao_(genshin_impact),4,4249,xiao_(genshin_impact),魈(原神)
1644978,agnes_tachyon_(umamusume),4,4239,agnes_tachyon_(umamusume),爱丽速子(赛马娘)
1440089,prinz_eugen_(azur_lane),4,4210,prinz_eugen_(azur_lane),欧根亲王(碧蓝航线)
1769318,jeanne_d'arc_(ruler)_(fate),4,4191,jeanne_d'arc_(ruler)_(fate),贞德_统治者(Fate)
1631502,yuubari_(kancolle),4,4181,yuubari_(kancolle),夕张(舰队Collection)
1646761,tokai_teio_(umamusume),4,4163,tokai_teio_(umamusume),东海帝王(赛马娘)
1629450,meltryllis_(fate),4,4162,meltryllis_(fate),溶解莉莉丝(Fate)
1536480,formidable_(azur_lane),4,4129,formidable_(azur_lane),可畏(碧蓝航线)
1631121,kiso_(kancolle),4,4089,kiso_(kancolle),木曾(舰队Collection)
1630996,hiryuu_(kancolle),4,4047,hiryuu_(kancolle),飞龙(舰队Collection)
1627707,miyamoto_musashi_(fate),4,3988,miyamoto_musashi_(fate),宫本武藏(Fate)
1933162,gawr_gura_(1st_costume),4,3915,gawr_gura_(1st_costume),噶呜·古拉(公式服)
1630687,graf_zeppelin_(kancolle),4,3910,graf_zeppelin_(kancolle),齐柏林伯爵(舰队Collection)
1649150,medusa_(rider)_(fate),4,3872,medusa_(rider)_(fate),美杜莎(Fate)
1452466,ereshkigal_(fate),4,3850,ereshkigal_(fate),艾蕾什基伽勒(Fate)
1627592,ishtar_(fate),4,3781,ishtar_(fate),伊什塔尔(Fate)
1440003,belfast_(azur_lane),4,3736,贝尔法斯特（碧蓝航线）,贝尔法斯特(碧蓝航线)
1509133,sirius_(azur_lane),4,3733,sirius_(azur_lane),天狼星(碧蓝航线)
1524374,lappland_(arknights),4,3725,lappland_(arknights),拉普兰德(明日方舟)
496900,black_rock_shooter_(character),4,3658,黑岩射手,黑岩射手(黑岩射手)
1631228,naka_(kancolle),4,3658,naka_(kancolle),那珂(舰队Collection)
1929196,toki_(bunny)_(blue_archive),4,3609,toki_(bunny)_(blue_archive),飞鸟马时_兔女郎(蔚蓝档案)
1811190,nilou_(genshin_impact),4,3606,nilou_(genshin_impact),妮露(原神)
1933177,usada_pekora_(1st_costume),4,3596,usada_pekora_(1st_costume),兔田佩克拉(公式服)
1631521,zuihou_(kancolle),4,3567,zuihou_(kancolle),瑞凤(舰队Collection)
1649152,cu_chulainn_(fate/stay_night),4,3560,cu_chulainn_(fate/stay_night),库·丘林(Fate/stay night)
1500444,commander_(azur_lane),4,3546,指挥官（碧蓝航线）,指挥官(碧蓝航线)
1757377,yelan_(genshin_impact),4,3534,yelan_(genshin_impact),夜兰(原神)
1630645,fairy_(kancolle),4,3511,fairy_(kancolle),妖精(舰队Collection)
1275725,naganami_(kancolle),4,3490,naganami_(kancolle),长波(舰队Collection)
1582962,fischl_(genshin_impact),4,3486,fischl_(genshin_impact),菲谢尔(原神)
1584990,arona_(blue_archive),4,3485,arona_(blue_archive),阿洛娜(蔚蓝档案)
1378250,i-19_(kancolle),4,3463,i-19_(kancolle),伊号19潜水舰(舰队Collection)
1660592,hanako_(blue_archive),4,3418,hanako_(blue_archive),浦和花子(蔚蓝档案)
1893407,kisaki_(blue_archive),4,3414,kisaki_(blue_archive),龙华妃咲(蔚蓝档案)
1646759,silence_suzuka_(umamusume),4,3402,silence_suzuka_(umamusume),无声铃鹿(赛马娘)
1440013,unicorn_(azur_lane),4,3378,unicorn_(azur_lane),独角兽(碧蓝航线)
1643885,mari_(blue_archive),4,3373,mari_(blue_archive),伊落玛丽(蔚蓝档案)
1275724,murasame_(kancolle),4,3372,murasame_(kancolle),村雨(舰队Collection)
1533759,barbara_(genshin_impact),4,3364,barbara_(genshin_impact),芭芭拉(原神)
1631482,yamakaze_(kancolle),4,3307,yamakaze_(kancolle),山风(舰队Collection)
1580066,suzuran_(arknights),4,3307,suzuran_(arknights),铃兰(明日方舟)
1507493,maya_(kancolle),4,3273,maya_(kancolle),摩耶(舰队Collection)
1599614,jean_(genshin_impact),4,3261,jean_(genshin_impact),琴(原神)
1644992,manhattan_cafe_(umamusume),4,3260,manhattan_cafe_(umamusume),曼哈顿咖啡(赛马娘)
1799218,trailblazer_(honkai:_star_rail),4,3258,trailblazer_(honkai:_star_rail),流萤(崩坏：星穹铁道)
1631984,ako_(blue_archive),4,3242,ako_(blue_archive),天雨亚子(蔚蓝档案)
1447551,florence_nightingale_(fate),4,3239,florence_nightingale_(fate),南丁格尔(Fate)
1631030,i-58_(kancolle),4,3236,i-58_(kancolle),伊号58潜水舰(舰队Collection)
1442947,ch'en_(arknights),4,3225,ch'en_(arknights),陈(明日方舟)
724152,anastasia_(idolmaster),4,3206,安娜斯塔西娅（偶像大师）,安娜斯塔西娅(偶像大师)
1865359,rio_(blue_archive),4,3204,rio_(blue_archive),调月莉音(蔚蓝档案)
1627605,kama_(fate),4,3160,kama_(fate),迦摩(Fate)
722007,katyusha_(girls_und_panzer),4,3152,喀秋莎（少女与战车）,喀秋莎(少女与战车)
649693,jack_the_ripper_(fate/apocrypha),4,3149,jack_the_ripper_(fate/apocrypha),开膛手杰克(Fate/Apocrypha)
1442945,exusiai_(arknights),4,3129,exusiai_(arknights),能天使(明日方舟)
1645002,nice_nature_(umamusume),4,3108,nice_nature_(umamusume),好歌剧(赛马娘)
1478507,iskandar_(fate),4,3097,iskandar_(fate),伊斯坎达尔(Fate)
1275713,akigumo_(kancolle),4,3088,akigumo_(kancolle),秋云(舰队Collection)
1441167,ayanami_(azur_lane),4,3086,绫波（碧蓝航线）,绫波(碧蓝航线)
1792624,kafka_(honkai:_star_rail),4,3072,kafka_(honkai:_star_rail),卡夫卡(崩坏：星穹铁道)
1599722,aru_(blue_archive),4,3072,aru_(blue_archive),陆八魔爱露(蔚蓝档案)
1631514,z1_leberecht_maass_(kancolle),4,3027,z1_leberecht_maass_(kancolle),Z1莱伯雷希特·马斯(舰队Collection)
1566117,kal'tsit_(arknights),4,3021,kal'tsit_(arknights),凯尔希(明日方舟)
1628204,momoi_(blue_archive),4,3009,momoi_(blue_archive),才羽桃井(蔚蓝档案)
1631389,taihou_(kancolle),4,2992,taihou_(kancolle),大凤(舰队Collection)
1768637,miyu_(blue_archive),4,2992,miyu_(blue_archive),霞泽美游(蔚蓝档案)
1919321,plana_(blue_archive),4,2977,plana_(blue_archive),普拉娜(蔚蓝档案)
1595577,surtr_(arknights),4,2964,surtr_(arknights),史尔特尔(明日方舟)
1631516,z3_max_schultz_(kancolle),4,2957,z3_max_schultz_(kancolle),Z3马克斯·舒尔茨(舰队Collection)
1630673,fusou_(kancolle),4,2946,fusou_(kancolle),扶桑(舰队Collection)
1631134,kuma_(kancolle),4,2943,kuma_(kancolle),球磨(舰队Collection)
1631474,warspite_(kancolle),4,2939,warspite_(kancolle),厌战(舰队Collection)
1622307,hasumi_(blue_archive),4,2930,hasumi_(blue_archive),羽川莲见(蔚蓝档案)
1435236,oda_nobunaga_(fate),4,2927,oda_nobunaga_(fate),织田信长(Fate)
1630489,aoba_(kancolle),4,2915,aoba_(kancolle),青叶(舰队Collection)
1275726,oboro_(kancolle),4,2901,oboro_(kancolle),胧(舰队Collection)
1431828,elizabeth_bathory_(fate),4,2899,elizabeth_bathory_(fate),伊丽莎白·巴托里(Fate)
1629409,artoria_pendragon_(lancer)_(fate),4,2898,artoria_pendragon_(lancer)_(fate),Saber_枪骑兵(Fate)
1631023,i-401_(kancolle),4,2878,i-401_(kancolle),伊号401潜水舰(舰队Collection)
1682833,satono_diamond_(umamusume),4,2877,satono_diamond_(umamusume),里见光钻(赛马娘)
1380244,kumano_(kancolle),4,2876,kumano_(kancolle),熊野(舰队Collection)
1933159,shirakami_fubuki_(1st_costume),4,2868,shirakami_fubuki_(1st_costume),白上吹雪(公式服)
1440018,illustrious_(azur_lane),4,2837,illustrious_(azur_lane),光辉(碧蓝航线)
1435235,nitocris_(fate),4,2836,nitocris_(fate),尼托克里斯(Fate)
1429424,tokitsukaze_(kancolle),4,2821,tokitsukaze_(kancolle),时津风(舰队Collection)
1602944,mudrock_(arknights),4,2811,mudrock_(arknights),泥岩(明日方舟)
1631239,non-human_admiral_(kancolle),4,2804,non-human_admiral_(kancolle),非人提督(舰队Collection)
1631303,satsuki_(kancolle),4,2791,satsuki_(kancolle),皐月(舰队Collection)
1627620,kiyohime_(fate),4,2781,kiyohime_(fate),清姬(Fate)
1664919,yoimiya_(genshin_impact),4,2771,yoimiya_(genshin_impact),宵宫(原神)
1631194,mogami_(kancolle),4,2770,mogami_(kancolle),最上(舰队Collection)
1275732,uzuki_(kancolle),4,2769,uzuki_(kancolle),卯月(舰队Collection)
1361608,boko_(girls_und_panzer),4,2763,博科熊（少女与战车）,博科熊(少女与战车)
1631010,hyuuga_(kancolle),4,2760,hyuuga_(kancolle),日向(舰队Collection)
1630519,ashigara_(kancolle),4,2755,ashigara_(kancolle),足柄(舰队Collection)
1533761,amber_(genshin_impact),4,2748,amber_(genshin_impact),安柏(原神)
1682831,kitasan_black_(umamusume),4,2721,kitasan_black_(umamusume),北部玄驹(赛马娘)
1465315,tomoe_gozen_(fate),4,2717,tomoe_gozen_(fate),巴御前(Fate)
1631081,kagerou_(kancolle),4,2714,kagerou_(kancolle),阳炎(舰队Collection)
1845992,noa_(blue_archive),4,2713,noa_(blue_archive),生盐诺亚(蔚蓝档案)
1631452,urakaze_(kancolle),4,2704,urakaze_(kancolle),浦风(舰队Collection)
1628203,midori_(blue_archive),4,2700,midori_(blue_archive),才羽绿(蔚蓝档案)
1275731,shiratsuyu_(kancolle),4,2695,shiratsuyu_(kancolle),白露(舰队Collection)
1631126,kiyoshimo_(kancolle),4,2695,kiyoshimo_(kancolle),清霜(舰队Collection)
1682871,kazusa_(blue_archive),4,2684,kazusa_(blue_archive),杏山和纱(蔚蓝档案)
1631066,jintsuu_(kancolle),4,2669,jintsuu_(kancolle),神通(舰队Collection)
1385142,isokaze_(kancolle),4,2629,isokaze_(kancolle),矶风(舰队Collection)
1602206,qiqi_(genshin_impact),4,2624,qiqi_(genshin_impact),七七(原神)
1631447,unryuu_(kancolle),4,2619,unryuu_(kancolle),云龙(舰队Collection)
1630524,atlanta_(kancolle),4,2607,atlanta_(kancolle),亚特兰大(舰队Collection)
1540881,w_(arknights),4,2604,w_(arknights),W(明日方舟)
1275717,hatsuyuki_(kancolle),4,2600,hatsuyuki_(kancolle),初雪(舰队Collection)
1596241,diluc_(genshin_impact),4,2596,diluc_(genshin_impact),迪卢克(原神)
1799501,karin_(bunny)_(blue_archive),4,2589,karin_(bunny)_(blue_archive),角楯花凛_兔女郎(蔚蓝档案)
1646757,special_week_(umamusume),4,2559,special_week_(umamusume),特别周(赛马娘)
1631385,taigei_(kancolle),4,2539,taigei_(kancolle),大鲸(舰队Collection)
1631174,michishio_(kancolle),4,2533,michishio_(kancolle),满潮(舰队Collection)
1631299,saratoga_(kancolle),4,2518,saratoga_(kancolle),萨拉托加(舰队Collection)
1630472,akitsu_maru_(kancolle),4,2514,akitsu_maru_(kancolle),秋津丸(舰队Collection)
1806092,shiroko_(swimsuit)_(blue_archive),4,2512,shiroko_(swimsuit)_(blue_archive),砂狼白子_泳装(蔚蓝档案)
1596439,mutsuki_(blue_archive),4,2508,mutsuki_(blue_archive),浅黄睦月(蔚蓝档案)
